Engine_Size,Doors,Owner_Count,Price,Age,Mileage_per_year,Brand_Audi,Brand_BMW,Brand_Chevrolet,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Kia,Brand_Mercedes,Brand_Toyota,Brand_Volkswagen,Model_3 Series,Model_5 Series,Model_A3,Model_A4,Model_Accord,Model_C-Class,Model_CR-V,Model_Camry,Model_Civic,Model_Corolla,Model_E-Class,Model_Elantra,Model_Equinox,Model_Explorer,Model_Fiesta,Model_Focus,Model_GLA,Model_Golf,Model_Impala,Model_Malibu,Model_Optima,Model_Passat,Model_Q5,Model_RAV4,Model_Rio,Model_Sonata,Model_Sportage,Model_Tiguan,Model_Tucson,Model_X5,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Transmission_Semi-Automatic
0.07500000000000001,0.0,0.5,0.23697932642169192,0.43478260869565216,0.16622638173626067,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.875,0.6666666666666666,0.5,0.5793509600637997,0.6086956521739131,0.017966547718697986,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.95,0.33333333333333337,0.75,0.5424207103858659,0.6956521739130435,0.04960193765849928,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.32499999999999996,0.0,0.0,0.1729955217471321,0.826086956521739,0.0604748926001468,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.35,0.9999999999999999,0.25,0.24421814612600454,0.8695652173913044,0.04456708621862426,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.55,0.0,0.0,0.4721796208821545,0.6956521739130435,0.022431471292893933,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.475,0.9999999999999999,0.25,0.7874976995276364,0.2608695652173913,0.03202553351939845,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0.875,0.0,0.25,0.5874486227838783,0.7391304347826086,0.014550360230713195,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0.6,0.33333333333333337,0.5,0.02153242132384517,1.0,0.0691932731466162,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0.125,0.0,0.0,0.564811974725477,0.08695652173913043,0.05819118323015804,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.2,0.0,0.0,0.6977486043800993,0.2173913043478261,0.020403409788431043,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.8999999999999999,0.0,0.25,0.4210171155143856,1.0,0.01123169245032049,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0.25,0.9999999999999999,0.75,0.2617017360898104,0.8695652173913044,0.04173864804221243,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0.44999999999999996,0.6666666666666666,0.25,0.34973314520581555,0.7391304347826086,0.03533456791149663,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.725,0.33333333333333337,0.75,0.6381203607140666,0.3043478260869565,0.01482716072745277,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.2,0.0,0.75,0.42058769400650264,0.5217391304347827,0.044245066788822486,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
0.575,0.9999999999999999,0.5,0.761487025335869,0.043478260869565216,0.17774989729043048,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.32499999999999996,0.9999999999999999,0.5,0.5303355622354456,0.2608695652173913,0.11986993776233384,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.925,0.33333333333333337,0.5,0.6492853199190234,0.13043478260869565,0.2832854965244992,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.22499999999999998,0.6666666666666666,0.75,0.48849763818170666,0.43478260869565216,0.06821377432451177,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0.725,0.6666666666666666,1.0,0.4494816268940556,0.6956521739130435,0.0797578249148233,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0.625,0.33333333333333337,0.0,0.5049996932703515,0.6521739130434783,0.03493054382073315,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.32499999999999996,0.9999999999999999,0.0,0.4494816268940556,0.2608695652173913,0.1542439081243225,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.575,0.33333333333333337,1.0,0.594810134347586,0.43478260869565216,0.044897920924861875,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.55,0.6666666666666666,0.75,0.4386233973375866,0.5652173913043479,0.05933547011683571,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.875,0.0,1.0,0.47408134470277896,0.7826086956521738,0.006237915155794013,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.625,0.6666666666666666,0.0,0.32090055824796027,0.43478260869565216,0.14751355002886007,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.09999999999999998,0.9999999999999999,0.75,0.13244586221704188,1.0,0.044897920924861875,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0.30000000000000004,0.0,0.75,0.29765045089258324,0.2608695652173913,0.23299539836368577,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.0,0.0,0.0,0.14790503650082817,0.826086956521739,0.03020646267821467,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.04999999999999999,0.33333333333333337,0.5,0.2838476167106313,0.826086956521739,0.02996004224451353,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.9750000000000001,0.0,0.0,0.41040426967670696,0.6956521739130435,0.044978194247961484,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.725,0.0,0.75,0.36065272069198206,1.0,0.01505058192067514,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.725,0.9999999999999999,0.5,0.47616710631249615,0.8695652173913044,0.04027417751432407,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
0.65,0.9999999999999999,0.25,0.6032145267161524,0.0,0.800765719073985,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.32499999999999996,0.9999999999999999,1.0,0.25102754432243424,0.5217391304347827,0.1225798824766547,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.35,0.0,1.0,0.11802956873811424,0.6086956521739131,0.1107950852564591,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0.44999999999999996,0.33333333333333337,0.5,0.3983804674559843,0.7391304347826086,0.03899868648476476,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.04999999999999999,0.9999999999999999,0.0,0.4460462548309919,0.6086956521739131,0.046803198914523884,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0.22499999999999998,0.0,0.25,0.2330531869210478,0.43478260869565216,0.11480347764079434,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.9750000000000001,0.33333333333333337,1.0,0.28795779400036814,0.826086956521739,0.05608316842913282,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.7,0.33333333333333337,0.25,0.5318692104778848,0.043478260869565216,0.42891056406167843,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0.2,0.33333333333333337,0.0,0.16471382123796088,0.6521739130434783,0.11096455695646809,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.4,0.9999999999999999,0.0,0.6051162505367769,0.34782608695652173,0.04486902252854601,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.55,0.33333333333333337,1.0,0.7078093368505,0.13043478260869565,0.118367053139977,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.475,0.33333333333333337,1.0,0.2870376050549046,0.5217391304347827,0.13489194341866814,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.2,0.0,0.25,0.5248757744923624,0.2608695652173913,0.01861970187961607,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.25,0.33333333333333337,0.5,0.07637568247346788,0.8695652173913044,0.08788627106390264,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.65,0.33333333333333337,0.5,0.5668977363351941,0.6956521739130435,0.03841295651129348,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0.35,0.0,1.0,0.3860499355867738,0.7826086956521738,0.02025901381481292,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.07500000000000001,0.0,0.25,0.21704189926998343,0.6521739130434783,0.07435096088000016,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.75,0.33333333333333337,0.5,0.4351266793448254,0.826086956521739,0.0273047820647494,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.95,0.6666666666666666,0.25,0.7905649960125146,0.34782608695652173,0.06760197959320466,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0.42500000000000004,0.9999999999999999,0.25,0.30384638979203726,0.6956521739130435,0.054991451234978055,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.75,0.6666666666666666,1.0,0.4045150604257407,0.5217391304347827,0.067322980458009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0.55,0.9999999999999999,0.75,0.34899699404944484,0.7826086956521738,0.05226029142812373,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.75,0.6666666666666666,1.0,0.14446966443776457,1.0,0.06376440697360394,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.75,0.33333333333333337,0.5,0.13815103367891543,0.9130434782608696,0.07957161353175442,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.8999999999999999,0.0,0.75,0.3559290841052696,0.6521739130434783,0.0651722609393481,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.44999999999999996,0.6666666666666666,0.5,0.4351266793448254,0.2173913043478261,0.15393896283761735,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0.125,0.9999999999999999,0.0,0.31188270658241823,0.6956521739130435,0.01148816385080229,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0.22499999999999998,0.0,0.0,0.801484571498681,0.17391304347826086,0.007546183640170988,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0.9750000000000001,0.0,0.75,0.5910680326360346,0.6956521739130435,0.008659555963347967,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0.42500000000000004,0.0,1.0,0.46316176921661245,0.2608695652173913,0.20367108673002973,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.07500000000000001,0.9999999999999999,1.0,0.48812956260352125,0.2608695652173913,0.12778507410210257,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.6,0.9999999999999999,0.25,0.5289246058524016,0.043478260869565216,0.557559951939762,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.32499999999999996,0.33333333333333337,1.0,0.427581129992025,0.6956521739130435,0.028537844312866937,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.725,0.33333333333333337,0.25,0.7397705662229311,0.2608695652173913,0.0016880978753665576,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0.25,0.6666666666666666,0.75,0.5869578553462977,0.2173913043478261,0.11670515533191202,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0.625,0.0,1.0,0.5956689773633519,0.0,0.4686727412251187,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0.875,0.33333333333333337,0.25,0.5912520704251273,0.6956521739130435,0.019812320774085578,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.175,0.0,1.0,0.453223728605607,0.13043478260869565,0.26285231416200044,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
0.95,0.33333333333333337,0.25,0.38420955769584686,0.826086956521739,0.045386921473816864,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0.8999999999999999,0.33333333333333337,0.75,0.5442610882767929,0.13043478260869565,0.25725005761109304,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.15000000000000002,0.0,0.75,0.3072817618551009,0.34782608695652173,0.17441179648808436,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0.7749999999999999,0.33333333333333337,0.0,0.5064106496533954,0.34782608695652173,0.13255347750815177,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.7,0.6666666666666666,1.0,0.2789399423348261,0.6956521739130435,0.10177362384455296,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.025000000000000022,0.6666666666666666,0.0,0.07416722900435557,0.43478260869565216,0.16493379455221013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0.475,0.6666666666666666,1.0,0.00754554935280044,0.9565217391304348,0.07246480682907659,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0.7749999999999999,0.9999999999999999,1.0,0.7090362554444513,0.391304347826087,0.010438568937394518,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0.8999999999999999,0.33333333333333337,0.0,0.4817495859149745,0.2608695652173913,0.16574278163512218,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0.8,0.33333333333333337,0.75,0.4479479786516165,0.6956521739130435,0.04847288403499587,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
0.2,0.33333333333333337,0.75,0.12115821115269002,0.5217391304347827,0.1254001163363837,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0.375,0.9999999999999999,1.0,0.5497822219495736,0.3043478260869565,0.09098376912708431,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0.4,0.6666666666666666,0.25,0.35832157536347464,0.5217391304347827,0.0518008933338666,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
